[Strings]
nth  paddr      vaddr      len size section type    string
336  0x00053041 0x0809b041 26  27   .rodata ascii   internal_ascii_loop_single
337  0x00053060 0x0809b060 31  32   .rodata ascii   __gconv_transform_internal_utf8
338  0x00053080 0x0809b080 25  26   .rodata ascii   internal_utf8_loop_single
339  0x000530a0 0x0809b0a0 31  32   .rodata ascii   __gconv_transform_utf8_internal
340  0x000530c0 0x0809b0c0 25  26   .rodata ascii   utf8_internal_loop_single
341  0x000530e0 0x0809b0e0 31  32   .rodata ascii   __gconv_transform_ucs2_internal
342  0x00053100 0x0809b100 25  26   .rodata ascii   ucs2_internal_loop_single
343  0x00053120 0x0809b120 31  32   .rodata ascii   __gconv_transform_internal_ucs2
344  0x00053140 0x0809b140 25  26   .rodata ascii   internal_ucs2_loop_single
345  0x00053160 0x0809b160 38  39   .rodata ascii   __gconv_transform_ucs2reverse_internal
346  0x000531a0 0x0809b1a0 32  33   .rodata ascii   ucs2reverse_internal_loop_single
347  0x000531e0 0x0809b1e0 38  39   .rodata ascii   __gconv_transform_internal_ucs2reverse
348  0x00053220 0x0809b220 32  33   .rodata ascii   internal_ucs2reverse_loop_single
349  0x00053241 0x0809b241 19  20   .rodata ascii   ../iconv/skeleton.c
350  0x00053255 0x0809b255 26  27   .rodata ascii   outbufstart == ((void *)0)
351  0x00053270 0x0809b270 19  20   .rodata ascii   inend - *inptrp < 4
352  0x00053284 0x0809b284 21  22   .rodata ascii   *outptrp + 4 > outend
353  0x0005329a 0x0809b29a 14  15   .rodata ascii   gconv_simple.c
354  0x000532a9 0x0809b2a9 15  16   .rodata ascii   ../iconv/loop.c
355  0x000532b9 0x0809b2b9 20  21   .rodata ascii   inend != &bytebuf[4]
356  0x000532ce 0x0809b2ce 16  17   .rodata ascii   outbuf == outerr
357  0x000532df 0x0809b2df 20  21   .rodata ascii   inend != &bytebuf[6]
358  0x000532f4 0x0809b2f4 20  21   .rodata ascii   inend != &bytebuf[2]
359  0x0005330c 0x0809b30c 38  39   .rodata ascii   inptr - bytebuf > (state->__count & 7)
360  0x00053334 0x0809b334 30  31   .rodata ascii   nstatus == __GCONV_FULL_OUTPUT
361  0x00053353 0x0809b353 19  20   .rodata ascii   gconv_trans_context
362  0x00053367 0x0809b367 11  12   .rodata ascii   gconv_trans
363  0x00053373 0x0809b373 16  17   .rodata ascii   gconv_trans_init
364  0x00053384 0x0809b384 15  16   .rodata ascii   gconv_trans_end
365  0x00053398 0x0809b398 26  27   .rodata ascii   trans->name != ((void *)0)
366  0x000533b3 0x0809b3b3 13  14   .rodata ascii   gconv_trans.c
367  0x000533c1 0x0809b3c1 21  22   .rodata ascii   __gconv_translit_find
368  0x000533d7 0x0809b3d7 10  11   .rodata ascii   GCONV_PATH
369  0x000533e4 0x0809b3e4 34  35   .rodata ascii   /usr/lib/gconv/gconv-modules.cache
370  0x00053407 0x0809b407 16  17   .rodata ascii   do_release_shlib
371  0x00053418 0x0809b418 18  19   .rodata ascii   __gconv_find_shlib
372  0x0005342b 0x0809b42b 16  17   .rodata ascii   obj->counter > 0
373  0x0005343c 0x0809b43c 10  11   .rodata ascii   gconv_dl.c
374  0x00053447 0x0809b447 5   6    .rodata ascii   gconv
375  0x0005344d 0x0809b44d 10  11   .rodata ascii   gconv_init
376  0x00053458 0x0809b458 9   10   .rodata ascii   gconv_end
377  0x00053462 0x0809b462 28  29   .rodata ascii   found->handle == ((void *)0)
378  0x00053480 0x0809b480 6   28   .rodata utf32le \b\n\a\n\v\v
379  0x0005349c 0x0809b49c 4   20   .rodata utf32le \b\a\n\f
380  0x000534c0 0x0809b4c0 4   6    .rodata utf8    ڿ\t\b4 blocks=Arabic,Basic Latin
381  0x00053534 0x0809b534 10  11   .rodata ascii   LC_NUMERIC
382  0x0005353f 0x0809b53f 7   8    .rodata ascii   LC_TIME
383  0x00053547 0x0809b547 10  11   .rodata ascii   LC_COLLATE
384  0x00053552 0x0809b552 11  12   .rodata ascii   LC_MONETARY
385  0x0005355e 0x0809b55e 11  12   .rodata ascii   LC_MESSAGES
386  0x0005356a 0x0809b56a 6   7    .rodata ascii   LC_ALL
387  0x00053571 0x0809b571 8   9    .rodata ascii   LC_PAPER
388  0x0005357a 0x0809b57a 7   8    .rodata ascii   LC_NAME
389  0x00053582 0x0809b582 10  11   .rodata ascii   LC_ADDRESS
390  0x0005358d 0x0809b58d 12  13   .rodata ascii   LC_TELEPHONE
391  0x0005359a 0x0809b59a 14  15   .rodata ascii   LC_MEASUREMENT
392  0x000535a9 0x0809b5a9 17  18   .rodata ascii   LC_IDENTIFICATION
393  0x000535bb 0x0809b5bb 7   8    .rodata ascii   LOCPATH
394  0x000535e0 0x0809b5e0 15  16   .rodata ascii   /usr/lib/locale
395  0x000535f0 0x0809b5f0 15  16   .rodata ascii   _nl_find_locale
396  0x00053634 0x0809b634 4   5    .rodata ascii   LANG
397  0x00053639 0x0809b639 29  30   .rodata ascii   locale_codeset != ((void *)0)
398  0x00053657 0x0809b657 12  13   .rodata ascii   findlocale.c
399  0x000536c8 0x0809b6c8 4   20   .rodata utf32le \b\b\b\b
400  0x000536e4 0x0809b6e4 4   20   .rodata utf32le \b\b\b\b
401  0x000536f8 0x0809b6f8 4   20   .rodata utf32le \b\b\b\b
402  0x0005379c 0x0809b79c 10  44   .rodata utf32le \b\b\b\b\b\b\b\b\b\b
403  0x00053818 0x0809b818 4   20   .rodata utf32le \b\b\b\b
404  0x00053a90 0x0809ba90 9   40   .rodata utf32le \b\b\b\b\b\b\n\b\b
405  0x00053bc0 0x0809bbc0 22  23   .rodata ascii   _nl_intern_locale_data
406  0x00053be9 0x0809bbe9 7   8    .rodata ascii   1\a\bP1\a\b
407  0x00053bf1 0x0809bbf1 7   8    .rodata ascii   /\a\b 1\a\b
408  0x00053c01 0x0809bc01 107 108  .rodata ascii   0\a\b`0\a\b10\a\bcnt < (sizeof (_nl_value_type_LC_IDENTIFICATION) / sizeof (_nl_value_type_LC_IDENTIFICATION[0]))
409  0x00053c70 0x0809bc70 90  91   .rodata ascii   cnt < (sizeof (_nl_value_type_LC_MEASUREMENT) / sizeof (_nl_value_type_LC_MEASUREMENT[0]))
410  0x00053ccc 0x0809bccc 86  87   .rodata ascii   cnt < (sizeof (_nl_value_type_LC_TELEPHONE) / sizeof (_nl_value_type_LC_TELEPHONE[0]))
411  0x00053d24 0x0809bd24 82  83   .rodata ascii   cnt < (sizeof (_nl_value_type_LC_ADDRESS) / sizeof (_nl_value_type_LC_ADDRESS[0]))
412  0x00053d78 0x0809bd78 76  77   .rodata ascii   cnt < (sizeof (_nl_value_type_LC_NAME) / sizeof (_nl_value_type_LC_NAME[0]))
413  0x00053dc8 0x0809bdc8 78  79   .rodata ascii   cnt < (sizeof (_nl_value_type_LC_PAPER) / sizeof (_nl_value_type_LC_PAPER[0]))
414  0x00053e18 0x0809be18 84  85   .rodata ascii   cnt < (sizeof (_nl_value_type_LC_MESSAGES) / sizeof (_nl_value_type_LC_MESSAGES[0]))
415  0x00053e70 0x0809be70 84  85   .rodata ascii   cnt < (sizeof (_nl_value_type_LC_MONETARY) / sizeof (_nl_value_type_LC_MONETARY[0]))
416  0x00053ec8 0x0809bec8 82  83   .rodata ascii   cnt < (sizeof (_nl_value_type_LC_COLLATE) / sizeof (_nl_value_type_LC_COLLATE[0]))
417  0x00053f1c 0x0809bf1c 76  77   .rodata ascii   cnt < (sizeof (_nl_value_type_LC_TIME) / sizeof (_nl_value_type_LC_TIME[0]))
418  0x00053f6c 0x0809bf6c 82  83   .rodata ascii   cnt < (sizeof (_nl_value_type_LC_NUMERIC) / sizeof (_nl_value_type_LC_NUMERIC[0]))
419  0x00053fbf 0x0809bfbf 12  13   .rodata ascii   loadlocale.c
420  0x00053fcc 0x0809bfcc 22  23   .rodata ascii   category == __LC_CTYPE
421  0x00053fe4 0x0809bfe4 30  31   .rodata ascii   /usr/lib/locale/locale-archive
422  0x00054003 0x0809c003 28  29   .rodata ascii   _nl_load_locale_from_archive
423  0x00054020 0x0809c020 22  23   .rodata ascii   _nl_archive_subfreeres
424  0x00054037 0x0809c037 24  25   .rodata ascii   ranges[cnt].from >= from
425  0x00054050 0x0809c050 13  14   .rodata ascii   loadarchive.c
426  0x0005405e 0x0809c05e 26  27   .rodata ascii   ((((ps) - 1) & (ps)) == 0)
427  0x00054079 0x0809c079 20  21   .rodata ascii   last->next == mapped
428  0x0005408e 0x0809c08e 22  23   .rodata ascii   archmapped == &headmap
429  0x000540c0 0x0809c0c0 5   6    .rodata ascii   upper
430  0x000540c6 0x0809c0c6 5   6    .rodata ascii   lower
431  0x000540cc 0x0809c0cc 5   6    .rodata ascii   alpha
432  0x000540d2 0x0809c0d2 5   6    .rodata ascii   digit
433  0x000540d8 0x0809c0d8 6   7    .rodata ascii   xdigit
434  0x000540df 0x0809c0df 5   6    .rodata ascii   space
435  0x000540e5 0x0809c0e5 5   6    .rodata ascii   print
436  0x000540eb 0x0809c0eb 5   6    .rodata ascii   graph
437  0x000540f1 0x0809c0f1 5   6    .rodata ascii   blank
438  0x000540f7 0x0809c0f7 5   6    .rodata ascii   cntrl
439  0x000540fd 0x0809c0fd 5   6    .rodata ascii   punct
440  0x00054103 0x0809c103 5   6    .rodata ascii   alnum
441  0x0005410a 0x0809c10a 7   8    .rodata ascii   toupper
442  0x00054112 0x0809c112 7   8    .rodata ascii   tolower
443  0x00054172 0x0809c172 6   7    .rodata ascii   \t\b b\n\b
444  0x00054185 0x0809c185 4   5    .rodata ascii   j\n\bG
445  0x0005419a 0x0809c19a 5   7    .rodata utf8    \t\bº\n\b blocks=Basic Latin,Latin-1 Supplement
446  0x000541ad 0x0809c1ad 4   5    .rodata ascii   {\n\b*
447  0x000541e5 0x0809c1e5 4   5    .rodata ascii   {\n\bz
448  0x000541ee 0x0809c1ee 5   7    .rodata utf8    \t\bº\n\b blocks=Basic Latin,Latin-1 Supplement
449  0x00054201 0x0809c201 4   5    .rodata ascii   {\n\b*
450  0x00054210 0x0809c210 11  48   .rodata utf32le 0123456789Ո blocks=Basic Latin,Armenian
451  0x00054260 0x0809c260 4   5    .rodata ascii   @h\n\b
452  0x00054269 0x0809c269 7   8    .rodata ascii   g\n\b g\n\b
453  0x00054271 0x0809c271 7   8    .rodata ascii   f\n\b`f\n\b
454  0x0005427d 0x0809c27d 7   8    .rodata ascii   e\n\b@e\n\b
455  0x00054289 0x0809c289 11  12   .rodata ascii   d\n\b d\n\b@c\n\b
456  0x00054318 0x0809c318 5   24   .rodata utf32le  1/4 
457  0x00054334 0x0809c334 5   24   .rodata utf32le  1/2 
458  0x00054350 0x0809c350 5   24   .rodata utf32le  3/4 
459  0x00054880 0x0809c880 4   20   .rodata utf32le (TM)
460  0x0005496c 0x0809c96c 5   24   .rodata utf32le  1/3 
461  0x00054988 0x0809c988 5   24   .rodata utf32le  2/3 
462  0x000549a4 0x0809c9a4 5   24   .rodata utf32le  1/5 
463  0x000549c0 0x0809c9c0 5   24   .rodata utf32le  2/5 
464  0x000549dc 0x0809c9dc 5   24   .rodata utf32le  3/5 
465  0x000549f8 0x0809c9f8 5   24   .rodata utf32le  4/5 
466  0x00054a14 0x0809ca14 5   24   .rodata utf32le  1/6 
467  0x00054a30 0x0809ca30 5   24   .rodata utf32le  5/6 
468  0x00054a4c 0x0809ca4c 5   24   .rodata utf32le  1/8 
469  0x00054a68 0x0809ca68 5   24   .rodata utf32le  3/8 
470  0x00054a84 0x0809ca84 5   24   .rodata utf32le  5/8 
471  0x00054aa0 0x0809caa0 5   24   .rodata utf32le  7/8 
472  0x00054b40 0x0809cb40 4   20   .rodata utf32le VIII
473  0x00054c38 0x0809cc38 4   20   .rodata utf32le viii
474  0x00055124 0x0809d124 4   20   .rodata utf32le (10)
475  0x0005513c 0x0809d13c 4   20   .rodata utf32le (11)
476  0x00055154 0x0809d154 4   20   .rodata utf32le (12)
477  0x0005516c 0x0809d16c 4   20   .rodata utf32le (13)
478  0x00055184 0x0809d184 4   20   .rodata utf32le (14)
479  0x0005519c 0x0809d19c 4   20   .rodata utf32le (15)
480  0x000551b4 0x0809d1b4 4   20   .rodata utf32le (16)
481  0x000551cc 0x0809d1cc 4   20   .rodata utf32le (17)
482  0x000551e4 0x0809d1e4 4   20   .rodata utf32le (18)
483  0x000551fc 0x0809d1fc 4   20   .rodata utf32le (19)
484  0x00055214 0x0809d214 4   20   .rodata utf32le (20)
485  0x000552e0 0x0809d2e0 4   20   .rodata utf32le (10)
486  0x000552f8 0x0809d2f8 4   20   .rodata utf32le (11)
487  0x00055310 0x0809d310 4   20   .rodata utf32le (12)
488  0x00055328 0x0809d328 4   20   .rodata utf32le (13)
489  0x00055340 0x0809d340 4   20   .rodata utf32le (14)
490  0x00055358 0x0809d358 4   20   .rodata utf32le (15)
491  0x00055370 0x0809d370 4   20   .rodata utf32le (16)
492  0x00055388 0x0809d388 4   20   .rodata utf32le (17)
493  0x000553a0 0x0809d3a0 4   20   .rodata utf32le (18)
494  0x000553b8 0x0809d3b8 4   20   .rodata utf32le (19)
495  0x000553d0 0x0809d3d0 4   20   .rodata utf32le (20)
496  0x00055c60 0x0809dc60 4   20   .rodata utf32le (21)
497  0x00055c78 0x0809dc78 4   20   .rodata utf32le (22)
498  0x00055c90 0x0809dc90 4   20   .rodata utf32le (23)
499  0x00055ca8 0x0809dca8 4   20   .rodata utf32le (24)
500  0x00055cc0 0x0809dcc0 4   20   .rodata utf32le (25)
501  0x00055cd8 0x0809dcd8 4   20   .rodata utf32le (26)
502  0x00055cf0 0x0809dcf0 4   20   .rodata utf32le (27)
503  0x00055d08 0x0809dd08 4   20   .rodata utf32le (28)
504  0x00055d20 0x0809dd20 4   20   .rodata utf32le (29)
505  0x00055d38 0x0809dd38 4   20   .rodata utf32le (30)
506  0x00055d50 0x0809dd50 4   20   .rodata utf32le (31)
507  0x00055d68 0x0809dd68 4   20   .rodata utf32le (32)
508  0x00055d80 0x0809dd80 4   20   .rodata utf32le (33)
509  0x00055d98 0x0809dd98 4   20   .rodata utf32le (34)
510  0x00055db0 0x0809ddb0 4   20   .rodata utf32le (35)
511  0x00055dc8 0x0809ddc8 4   20   .rodata utf32le (36)
512  0x00055de0 0x0809dde0 4   20   .rodata utf32le (37)
513  0x00055df8 0x0809ddf8 4   20   .rodata utf32le (38)
514  0x00055e10 0x0809de10 4   20   .rodata utf32le (39)
515  0x00055e28 0x0809de28 4   20   .rodata utf32le (40)
516  0x00055e40 0x0809de40 4   20   .rodata utf32le (41)
517  0x00055e58 0x0809de58 4   20   .rodata utf32le (42)
518  0x00055e70 0x0809de70 4   20   .rodata utf32le (43)
519  0x00055e88 0x0809de88 4   20   .rodata utf32le (44)
520  0x00055ea0 0x0809dea0 4   20   .rodata utf32le (45)
521  0x00055eb8 0x0809deb8 4   20   .rodata utf32le (46)
522  0x00055ed0 0x0809ded0 4   20   .rodata utf32le (47)
523  0x00055ee8 0x0809dee8 4   20   .rodata utf32le (48)
524  0x00055f00 0x0809df00 4   20   .rodata utf32le (49)
525  0x00055f18 0x0809df18 4   20   .rodata utf32le (50)
526  0x0005602c 0x0809e02c 4   20   .rodata utf32le kcal
527  0x000561a4 0x0809e1a4 4   20   .rodata utf32le mm^2
528  0x000561bc 0x0809e1bc 4   20   .rodata utf32le cm^2
529  0x000561e8 0x0809e1e8 4   20   .rodata utf32le km^2
530  0x00056200 0x0809e200 4   20   .rodata utf32le mm^3
531  0x00056218 0x0809e218 4   20   .rodata utf32le cm^3
532  0x00056244 0x0809e244 4   20   .rodata utf32le km^3
533  0x00056270 0x0809e270 5   24   .rodata utf32le m/s^2
534  0x000562ec 0x0809e2ec 5   24   .rodata utf32le rad/s
535  0x00056308 0x0809e308 7   32   .rodata utf32le rad/s^2
536  0x0005642c 0x0809e42c 4   20   .rodata utf32le a.m.
537  0x00056474 0x0809e474 4   20   .rodata utf32le C/kg
538  0x000565ac 0x0809e5ac 4   20   .rodata utf32le p.m.
539  0x00058dc4 0x080a0dc4 22  92   .rodata utf32le %,37:>BFJNRVZ^aeimquy}
540  0x0005cd40 0x080a4d40 48  196  .rodata utf32le  "$&(*,.02468:<>@BDFHJLNPRTVXZ\^`bdfhjlnprtvxz|~
541  0x0005e240 0x080a6240 6   28   .rodata utf32le HHHHHI
542  0x0005e2ac 0x080a62ac 26  108  .rodata utf32le                           
543  0x0005ea9c 0x080a6a9c 7   32   .rodata utf32le \a\b\t\n\v\f\r
544  0x0005eb00 0x080a6b00 95  384  .rodata utf32le  !"#$%&'()*+,-./0123456789:;<=>?@abcdefghijklmnopqrstuvwxyz[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
545  0x0005f09c 0x080a709c 7   32   .rodata utf32le \a\b\t\n\v\f\r
546  0x0005f100 0x080a7100 95  384  .rodata utf32le  !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`ABCDEFGHIJKLMNOPQRSTUVWXYZ{|}~
547  0x0005fbdc 0x080a7bdc 5   6    .rodata ascii   ^[yY]
548  0x0005fbe2 0x080a7be2 5   6    .rodata ascii   ^[nN]
549  0x0005fc29 0x080a7c29 12  13   .rodata ascii   {\n\bS~\n\bS~\n\be
550  0x0005fc64 0x080a7c64 28  29   .rodata ascii   S~\n\bS~\n\bS~\n\bS~\n\bS~\n\bS~\n\bS~\n\b
551  0x0005fc9d 0x080a7c9d 7   8    .rodata ascii   }\n\b8|\n\b
552  0x0005fcb9 0x080a7cb9 11  12   .rodata ascii   }\n\bS~\n\bS~\n\b
553  0x0005fcf9 0x080a7cf9 5   6    .rodata ascii   }\n\bu'
554  0x0005fd45 0x080a7d45 12  13   .rodata ascii   }\n\bS~\n\bS~\n\b.
555  0x0005fd5a 0x080a7d5a 5   6    .rodata ascii   \n\bSun
556  0x0005fd78 0x080a7d78 6   7    .rodata ascii   Sunday
557  0x0005fd7f 0x080a7d7f 6   7    .rodata ascii   Monday
558  0x0005fd86 0x080a7d86 7   8    .rodata ascii   Tuesday
559  0x0005fd8e 0x080a7d8e 9   10   .rodata ascii   Wednesday
560  0x0005fd98 0x080a7d98 8   9    .rodata ascii   Thursday
561  0x0005fda1 0x080a7da1 6   7    .rodata ascii   Friday
562  0x0005fda8 0x080a7da8 8   9    .rodata ascii   Saturday
563  0x0005fde1 0x080a7de1 7   8    .rodata ascii   January
564  0x0005fde9 0x080a7de9 8   9    .rodata ascii   February
565  0x0005fdf2 0x080a7df2 5   6    .rodata ascii   March
566  0x0005fdf8 0x080a7df8 5   6    .rodata ascii   April
567  0x0005fdfe 0x080a7dfe 4   5    .rodata ascii   June
568  0x0005fe03 0x080a7e03 4   5    .rodata ascii   July
569  0x0005fe08 0x080a7e08 6   7    .rodata ascii   August
570  0x0005fe0f 0x080a7e0f 9   10   .rodata ascii   September
571  0x0005fe19 0x080a7e19 7   8    .rodata ascii   October
572  0x0005fe21 0x080a7e21 8   9    .rodata ascii   November
573  0x0005fe2a 0x080a7e2a 8   9    .rodata ascii   December
574  0x0005fe39 0x080a7e39 20  21   .rodata ascii   %a %b %e %H:%M:%S %Y
575  0x0005fe54 0x080a7e54 23  24   .rodata ascii   %a %b %e %H:%M:%S %Z %Y
576  0x0005fedc 0x080a7edc 6   28   .rodata utf32le Sunday
577  0x0005fef8 0x080a7ef8 6   28   .rodata utf32le Monday
578  0x0005ff14 0x080a7f14 7   32   .rodata utf32le Tuesday
579  0x0005ff34 0x080a7f34 9   40   .rodata utf32le Wednesday
580  0x0005ff5c 0x080a7f5c 8   36   .rodata utf32le Thursday
581  0x0005ff80 0x080a7f80 6   28   .rodata utf32le Friday
582  0x0005ff9c 0x080a7f9c 8   36   .rodata utf32le Saturday
583  0x00060080 0x080a8080 7   32   .rodata utf32le January
584  0x000600a0 0x080a80a0 8   36   .rodata utf32le February
585  0x000600c4 0x080a80c4 5   24   .rodata utf32le March
586  0x000600dc 0x080a80dc 5   24   .rodata utf32le April
587  0x000600f4 0x080a80f4 4   20   .rodata utf32le June
588  0x00060108 0x080a8108 4   20   .rodata utf32le July
589  0x0006011c 0x080a811c 6   28   .rodata utf32le August
590  0x00060138 0x080a8138 9   40   .rodata utf32le September
591  0x00060160 0x080a8160 7   32   .rodata utf32le October
592  0x00060180 0x080a8180 8   36   .rodata utf32le November
593  0x000601a4 0x080a81a4 8   36   .rodata utf32le December
594  0x000601e0 0x080a81e0 20  84   .rodata utf32le %a %b %e %H:%M:%S %Y
595  0x00060234 0x080a8234 8   36   .rodata utf32le %m/%d/%y
596  0x00060258 0x080a8258 8   36   .rodata utf32le %H:%M:%S
597  0x0006027c 0x080a827c 11  48   .rodata utf32le %I:%M:%S %p
598  0x000602ac 0x080a82ac 23  96   .rodata utf32le %a %b %e %H:%M:%S %Z %Y
599  0x00060344 0x080a8344 32  33   .rodata ascii   \}\n\b`}\n\bd}\n\bh}\n\bl}\n\bp}\n\bt}\n\bx}\n\b
600  0x000603c5 0x080a83c5 7   8    .rodata ascii   ~\n\b\b~\n\b
601  0x000603d1 0x080a83d1 24  25   .rodata ascii   ~\n\b!~\n\b*~\n\b3~\n\b6~\n\b9~\n\b\v
602  0x000603f2 0x080a83f2 26  27   .rodata ascii   \t\bS~\n\bS~\n\bS~\n\bS~\n\bS~\n\bS~\n\b
603  0x00060410 0x080a8410 12  13   .rodata ascii   S~\n\bl~\n\b|~\n\b
604  0x00060482 0x080a8482 8   11   .rodata utf8    \n\bĀ\n\b܀\n\b blocks=Basic Latin,Latin Extended-A,Syriac
605  0x000604aa 0x080a84aa 8   11   .rodata utf8    \n\bȁ\n\bԁ\n\b blocks=Basic Latin,Latin Extended-B,Cyrillic Supplement
606  0x000604d6 0x080a84d6 7   8    .rodata ascii   \n\bN~\n\b:
607  0x000604e0 0x080a84e0 24  25   .rodata ascii   P~\n\bN~\n\bR~\n\bR~\n\bS~\n\bT~\n\b
608  0x0006052e 0x080a852e 16  17   .rodata ascii   \n\b%p%t%g%t%m%t%f
609  0x00060566 0x080a8566 23  24   .rodata ascii   \n\bS~\n\bS~\n\bS~\n\bS~\n\bS~\n\be
610  0x0006057e 0x080a857e 45  46   .rodata ascii   \n\b%a%N%f%N%d%N%b%N%s %h %e %r%N%C-%z %T%N%c%N
611  0x000605e6 0x080a85e6 47  48   .rodata ascii   \n\bS~\n\bS~\n\bS~\n\bS~\n\bS~\n\bS~\n\bS~\n\bS~\n\bS~\n\bS~\n\bS~\n\be
612  0x00060616 0x080a8616 11  12   .rodata ascii   \n\b+%c %a %l
613  0x00060666 0x080a8666 15  16   .rodata ascii   \n\bS~\n\bS~\n\bS~\n\be
614  0x000606a4 0x080a86a4 5   6    .rodata ascii   R~\n\be
615  0x000606aa 0x080a86aa 29  30   .rodata ascii   \n\bISO/IEC 14652 i18n FDCC-set
616  0x000606c8 0x080a86c8 13  14   .rodata ascii   Keld Simonsen
617  0x000606d6 0x080a86d6 13  14   .rodata ascii   keld@dkuug.dk
618  0x000606e4 0x080a86e4 13  14   .rodata ascii   +45 3122-6543
619  0x000606f2 0x080a86f2 13  14   .rodata ascii   +45 3325-6543
620  0x00060708 0x080a8708 10  11   .rodata ascii   1997-12-20
621  0x00060714 0x080a8714 45  46   .rodata ascii   ISO/IEC JTC1/SC22/WG20 - internationalization
622  0x00060744 0x080a8744 59  60   .rodata ascii   C/o Keld Simonsen, Skt. Jorgens Alle 8, DK-1615 Kobenhavn V
623  0x00060780 0x080a8780 9   10   .rodata ascii   i18n:1999
624  0x0006078a 0x080a878a 9   10   .rodata ascii   i18n:1999
625  0x00060794 0x080a8794 9   10   .rodata ascii   i18n:1999
626  0x0006079e 0x080a879e 9   10   .rodata ascii   i18n:1999
627  0x000607a8 0x080a87a8 9   10   .rodata ascii   i18n:1999
628  0x000607b2 0x080a87b2 9   10   .rodata ascii   i18n:1999
629  0x000607bd 0x080a87bd 9   10   .rodata ascii   i18n:1999
630  0x000607c7 0x080a87c7 9   10   .rodata ascii   i18n:1999
631  0x000607d1 0x080a87d1 9   10   .rodata ascii   i18n:1999
632  0x000607db 0x080a87db 9   10   .rodata ascii   i18n:1999
633  0x000607e5 0x080a87e5 9   10   .rodata ascii   i18n:1999
634  0x000607ef 0x080a87ef 9   10   .rodata ascii   i18n:1999
635  0x000607f9 0x080a87f9 9   10   .rodata ascii   i18n:1999
636  0x00060803 0x080a8803 9   10   .rodata ascii   i18n:1999
637  0x0006080d 0x080a880d 9   10   .rodata ascii   i18n:1999
638  0x00060817 0x080a8817 9   10   .rodata ascii   i18n:1999
639  0x0006086e 0x080a886e 8   11   .rodata utf8    \n\bȆ\n\bֆ\n\b blocks=Basic Latin,Latin Extended-B,Armenian
640  0x0006087e 0x080a887e 6   7    .rodata ascii   \n\bS~\n\b
641  0x00060886 0x080a8886 14  15   .rodata ascii   \n\bS~\n\bS~\n\bS~\n\b
642  0x00060978 0x080a8978 7   32   .rodata utf32le \a\b\t\n\v\f\r
643  0x000609dc 0x080a89dc 95  384  .rodata utf32le  !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
644  0x00060d67 0x080a8d67 7   8    .rodata ascii   \a\b\t\n\v\f\r
645  0x00060d80 0x080a8d80 95  96   .rodata ascii    !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
646  0x00060e60 0x080a8e60 4   5    .rodata ascii   libc
647  0x00060e65 0x080a8e65 14  15   .rodata ascii   ANSI_X3.4-1968
648  0x00060e74 0x080a8e74 5   6    .rodata ascii   POSIX
649  0x00060e7c 0x080a8e7c 18  19   .rodata ascii   Unexpected error.\n
650  0x00060e90 0x080a8e90 38  39   .rodata ascii   %s%s%s:%u: %s%sAssertion `%s' failed.\n
651  0x00060ec4 0x080a8ec4 17  18   .rodata ascii   /usr/share/locale
652  0x00060ed6 0x080a8ed6 8   9    .rodata ascii   messages
653  0x00060f09 0x080a8f09 11  12   .rodata ascii   E\a\bLANGUAGE
654  0x00060f15 0x080a8f15 5   6    .rodata ascii   POSIX
655  0x00060f1b 0x080a8f1b 8   9    .rodata ascii   charset=
656  0x00060f24 0x080a8f24 14  15   .rodata ascii   OUTPUT_CHARSET
657  0x00060f4d 0x080a8f4d 13  14   .rodata ascii   /locale.alias
658  0x00060f5b 0x080a8f5b 17  18   .rodata ascii   /usr/share/locale
659  0x0006101c 0x080a901c 6   14   .rodata utf16le \b\t\n\v\f\r
660  0x00061036 0x080a9036 6   14   .rodata utf16le \b\t\n\v\f\r
661  0x0006104a 0x080a904a 6   14   .rodata utf16le \b\t\n\v\f\r
662  0x00061058 0x080a9058 4   10   .rodata utf16le \n\v\f\r
663  0x0006108c 0x080a908c 7   16   .rodata utf16le \t\b\t\n\v\f\r
664  0x000610be 0x080a90be 6   14   .rodata utf16le \a\b\t\b\t\f
665  0x00061202 0x080a9202 4   5    .rodata ascii   \a\b\t\v
666  0x00061258 0x080a9258 4   5    .rodata ascii   ;{\a\b
667  0x00061261 0x080a9261 11  12   .rodata ascii   |\a\b(}\a\bE}\a\b
668  0x0006127d 0x080a927d 11  12   .rodata ascii   |\a\bb}\a\bw}\a\b
669  0x00061289 0x080a9289 7   8    .rodata ascii   |\a\b_~\a\b
670  0x000612b1 0x080a92b1 7   8    .rodata ascii   }\a\b_~\a\b
671  0x00061321 0x080a9321 7   8    .rodata ascii   ~\a\b\a~\a\b
672  0x00061349 0x080a9349 43  44   .rodata ascii   ~\a\bl~\a\bl~\a\bl~\a\bl~\a\bl~\a\bl~\a\bl~\a\bl~\a\bl~\a\bl~\a\b
